name,type,sponsoring_org,dates,iana_url
.camera,generic,"Atomic Maple, LLC","Record last updated 2015-06-29.Registration date 2013-10-31.",https://www.iana.org/domains/root/db/camera.html
.camp,generic,"Delta Dynamite, LLC","Record last updated 2015-06-29.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/camp.html
.cancerresearch,generic,Australian Cancer Research Foundation,"Record last updated 2014-07-03.Registration date 2014-06-19.",https://www.iana.org/domains/root/db/cancerresearch.html
.canon,generic,Canon Inc.,"Record last updated 2016-04-18.Registration date 2015-01-29.",https://www.iana.org/domains/root/db/canon.html
.capetown,generic,ZA Central Registry NPC trading as ZA Central Registry,"Record last updated 2014-06-19.Registration date 2014-06-05.",https://www.iana.org/domains/root/db/capetown.html
.capital,generic,"Delta Mill, LLC","Record last updated 2015-06-29.Registration date 2014-04-03.",https://www.iana.org/domains/root/db/capital.html
.capitalone,generic,Capital One Financial Corporation,"Record last updated 2016-08-10.Registration date 2016-08-04.",https://www.iana.org/domains/root/db/capitalone.html
.car,generic,Cars Registry Limited,"Record last updated 2015-09-09.Registration date 2015-08-26.",https://www.iana.org/domains/root/db/car.html
.caravan,generic,"Caravan International, Inc.","Record last updated 2014-08-15.Registration date 2014-05-22.",https://www.iana.org/domains/root/db/caravan.html
.cards,generic,"Foggy Hollow, LLC","Record last updated 2015-06-29.Registration date 2014-02-06.",https://www.iana.org/domains/root/db/cards.html
.care,generic,"Goose Cross, LLC","Record last updated 2015-06-29.Registration date 2014-04-17.",https://www.iana.org/domains/root/db/care.html
.career,generic,dotCareer LLC,"Record last updated 2016-01-20.Registration date 2014-03-20.",https://www.iana.org/domains/root/db/career.html
.careers,generic,"Wild Corner, LLC","Record last updated 2015-06-29.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/careers.html
.cars,generic,Cars Registry Limited,"Record last updated 2015-09-09.Registration date 2015-03-12.",https://www.iana.org/domains/root/db/cars.html
.cartier,generic,Richemont DNS Inc.,"Record last updated 2014-12-11.Registration date 2014-11-20.",https://www.iana.org/domains/root/db/cartier.html
.casa,generic,Top Level Domain Holdings Limited,"Record last updated 2016-04-16.Registration date 2014-08-18.",https://www.iana.org/domains/root/db/casa.html
.cash,generic,"Delta Lake, LLC","Record last updated 2015-06-29.Registration date 2014-04-17.",https://www.iana.org/domains/root/db/cash.html
.casino,generic,"Binky Sky, LLC","Record last updated 2015-06-29.Registration date 2015-02-13.",https://www.iana.org/domains/root/db/casino.html
.cat,sponsored,Fundacio puntCAT,"Record last updated 2016-06-02.Registration date 2005-12-19.",https://www.iana.org/domains/root/db/cat.html
.catering,generic,New Falls. LLC,"Record last updated 2015-06-29.Registration date 2014-01-30.",https://www.iana.org/domains/root/db/catering.html
.cba,generic,COMMONWEALTH BANK OF AUSTRALIA,"Record last updated 2015-06-22.Registration date 2015-03-26.",https://www.iana.org/domains/root/db/cba.html
.cbn,generic,"The Christian Broadcasting Network, Inc.","Record last updated 2015-02-13.Registration date 2014-11-20.",https://www.iana.org/domains/root/db/cbn.html
.cbre,generic,"CBRE, Inc.","Record last updated 2016-07-02.Registration date 2016-06-16.",https://www.iana.org/domains/root/db/cbre.html
.cbs,generic,CBS Domains Inc.,"Record last updated 2016-08-04.Registration date 2016-07-21.",https://www.iana.org/domains/root/db/cbs.html
.cc,country-code,"eNIC Cocos (Keeling) Islands Pty.
Ltd. d/b/a Island Internet Services","Record last updated 2016-04-26.Registration date 1997-10-13.",https://www.iana.org/domains/root/db/cc.html
.cd,country-code,Office Congolais des Postes et Télécommunications - OCPT,"Record last updated 2013-12-10.Registration date 1997-08-20.",https://www.iana.org/domains/root/db/cd.html
.ceb,generic,The Corporate Executive Board Company,"Record last updated 2015-08-10.Registration date 2015-07-02.",https://www.iana.org/domains/root/db/ceb.html
.center,generic,"Tin Mill, LLC","Record last updated 2015-06-29.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/center.html
.ceo,generic,CEOTLD Pty Ltd,"Record last updated 2014-04-08.Registration date 2013-12-19.",https://www.iana.org/domains/root/db/ceo.html
.cern,generic,"European Organization for Nuclear Research (""CERN"")","Record last updated 2016-08-17.Registration date 2014-08-13.",https://www.iana.org/domains/root/db/cern.html
.cf,country-code,Societe Centrafricaine de Telecommunications (SOCATEL),"Record last updated 2015-12-29.Registration date 1996-04-24.",https://www.iana.org/domains/root/db/cf.html
.cfa,generic,CFA Institute,"Record last updated 2016-02-22.Registration date 2015-04-16.",https://www.iana.org/domains/root/db/cfa.html
.cfd,generic,DOTCFD REGISTRY LTD,"Record last updated 2016-02-24.Registration date 2015-03-06.",https://www.iana.org/domains/root/db/cfd.html
.cg,country-code,ONPT Congo and Interpoint Switzerland,"Record last updated 2015-07-17.Registration date 1997-01-14.",https://www.iana.org/domains/root/db/cg.html
.ch,country-code,SWITCH The Swiss Education & Research Network,"Record last updated 2016-06-13.Registration date 1987-05-20.",https://www.iana.org/domains/root/db/ch.html
.chanel,generic,Chanel International B.V.,"Record last updated 2016-02-22.Registration date 2015-06-18.",https://www.iana.org/domains/root/db/chanel.html
.channel,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2014-08-23.",https://www.iana.org/domains/root/db/channel.html
.chase,generic,"JPMorgan Chase Bank, National Association","Record last updated 2016-07-22.Registration date 2016-01-14.",https://www.iana.org/domains/root/db/chase.html
.chat,generic,"Sand Fields, LLC","Record last updated 2015-06-29.Registration date 2015-01-29.",https://www.iana.org/domains/root/db/chat.html
.cheap,generic,"Sand Cover, LLC","Record last updated 2015-06-29.Registration date 2014-01-09.",https://www.iana.org/domains/root/db/cheap.html
.chintai,generic,CHINTAI Corporation,"Record last updated 2016-06-14.Registration date 2016-03-03.",https://www.iana.org/domains/root/db/chintai.html
.chloe,generic,Richemont DNS Inc.,"Record last updated 2015-03-09.Registration date 2015-01-08.",https://www.iana.org/domains/root/db/chloe.html
.christmas,generic,"Uniregistry, Corp.","Record last updated 2015-09-09.Registration date 2014-02-13.",https://www.iana.org/domains/root/db/christmas.html
.chrome,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2014-09-04.",https://www.iana.org/domains/root/db/chrome.html
.chrysler,generic,FCA US LLC.,"Record last updated 2016-07-28.Registration date 2016-07-07.",https://www.iana.org/domains/root/db/chrysler.html
.church,generic,"Holly Fileds, LLC","Record last updated 2015-06-29.Registration date 2014-05-08.",https://www.iana.org/domains/root/db/church.html
.ci,country-code,INP-HB Institut National Polytechnique Felix Houphouet Boigny,"Record last updated 2014-02-04.Registration date 1995-02-14.",https://www.iana.org/domains/root/db/ci.html
.cipriani,generic,Hotel Cipriani Srl,"Record last updated 2015-10-09.Registration date 2015-07-30.",https://www.iana.org/domains/root/db/cipriani.html
.circle,generic,"Amazon Registry Services, Inc.","Record last updated 2016-06-14.Registration date 2015-11-12.",https://www.iana.org/domains/root/db/circle.html
.cisco,generic,"Cisco Technology, Inc.","Record last updated 2015-05-15.Registration date 2015-04-16.",https://www.iana.org/domains/root/db/cisco.html
.citadel,generic,Citadel Domain LLC,"Record last updated 2016-07-23.Registration date 2016-06-30.",https://www.iana.org/domains/root/db/citadel.html
.citi,generic,Citigroup Inc.,"Record last updated 2016-07-28.Registration date 2016-07-21.",https://www.iana.org/domains/root/db/citi.html
.citic,generic,CITIC Group Corporation,"Record last updated 2014-04-29.Registration date 2014-04-17.",https://www.iana.org/domains/root/db/citic.html
.city,generic,"Snow Sky, LLC","Record last updated 2015-06-29.Registration date 2014-07-03.",https://www.iana.org/domains/root/db/city.html
.cityeats,generic,"Lifestyle Domain Holdings, Inc.","Record last updated 2016-02-22.Registration date 2015-09-24.",https://www.iana.org/domains/root/db/cityeats.html
.ck,country-code,Telecom Cook Islands Ltd.,"Record last updated 2005-10-07.Registration date 1995-08-08.",https://www.iana.org/domains/root/db/ck.html
.cl,country-code,NIC Chile (University of Chile),"Record last updated 2016-06-05.Registration date 1995-01-27.",https://www.iana.org/domains/root/db/cl.html
.claims,generic,"Black Corner, LLC","Record last updated 2015-06-29.Registration date 2014-05-01.",https://www.iana.org/domains/root/db/claims.html
.cleaning,generic,"Fox Shadow, LLC","Record last updated 2015-06-29.Registration date 2014-01-30.",https://www.iana.org/domains/root/db/cleaning.html
.click,generic,"Uniregistry, Corp.","Record last updated 2015-09-09.Registration date 2014-08-15.",https://www.iana.org/domains/root/db/click.html
.clinic,generic,"Goose Park, LLC","Record last updated 2015-06-29.Registration date 2014-04-11.",https://www.iana.org/domains/root/db/clinic.html
.clinique,generic,The Estée Lauder Companies Inc.,"Record last updated 2015-12-28.Registration date 2015-12-10.",https://www.iana.org/domains/root/db/clinique.html
.clothing,generic,"Steel Lake, LLC","Record last updated 2015-06-29.Registration date 2013-10-31.",https://www.iana.org/domains/root/db/clothing.html
.cloud,generic,ARUBA PEC S.p.A.,"Record last updated 2015-09-12.Registration date 2015-06-18.",https://www.iana.org/domains/root/db/cloud.html
.club,generic,".CLUB DOMAINS, LLC","Record last updated 2014-04-08.Registration date 2014-01-09.",https://www.iana.org/domains/root/db/club.html
.clubmed,generic,Club Méditerranée S.A.,"Record last updated 2016-02-19.Registration date 2015-09-24.",https://www.iana.org/domains/root/db/clubmed.html
.cm,country-code,Cameroon Telecommunications (CAMTEL),"Record last updated 2012-07-12.Registration date 1995-04-29.",https://www.iana.org/domains/root/db/cm.html
.cn,country-code,China Internet Network Information Center (CNNIC),"Record last updated 2015-06-19.Registration date 1990-11-28.",https://www.iana.org/domains/root/db/cn.html
.co,country-code,.CO Internet S.A.S.,"Record last updated 2016-03-17.Registration date 1991-12-24.",https://www.iana.org/domains/root/db/co.html
.coach,generic,"Koko Island, LLC","Record last updated 2015-06-29.Registration date 2014-11-20.",https://www.iana.org/domains/root/db/coach.html
.codes,generic,"Puff Willow, LLC","Record last updated 2015-06-29.Registration date 2013-12-19.",https://www.iana.org/domains/root/db/codes.html
.coffee,generic,"Trixy Cover, LLC","Record last updated 2015-06-29.Registration date 2013-12-19.",https://www.iana.org/domains/root/db/coffee.html
.college,generic,XYZ.COM LLC,"Record last updated 2015-10-10.Registration date 2014-03-13.",https://www.iana.org/domains/root/db/college.html
.cologne,generic,NetCologne Gesellschaft für Telekommunikation mbH,"Record last updated 2014-03-19.Registration date 2014-03-13.",https://www.iana.org/domains/root/db/cologne.html
.com,generic,VeriSign Global Registry Services,"Record last updated 2015-05-29.Registration date 1985-01-01.",https://www.iana.org/domains/root/db/com.html
.comcast,generic,"Comcast IP Holdings I, LLC","Record last updated 2016-07-13.Registration date 2016-06-16.",https://www.iana.org/domains/root/db/comcast.html
.commbank,generic,COMMONWEALTH BANK OF AUSTRALIA,"Record last updated 2015-06-22.Registration date 2015-03-26.",https://www.iana.org/domains/root/db/commbank.html
.community,generic,"Fox Orchard, LLC","Record last updated 2015-06-29.Registration date 2014-01-23.",https://www.iana.org/domains/root/db/community.html
.company,generic,"Silver Avenue, LLC","Record last updated 2015-06-29.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/company.html
.compare,generic,iSelect Ltd,"Record last updated 2016-01-15.Registration date 2015-12-23.",https://www.iana.org/domains/root/db/compare.html
.computer,generic,"Pine Mill, LLC","Record last updated 2015-06-29.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/computer.html
.comsec,generic,"VeriSign, Inc.","Record last updated 2016-03-02.Registration date 2015-10-08.",https://www.iana.org/domains/root/db/comsec.html
.condos,generic,"Pine House, LLC","Record last updated 2015-06-29.Registration date 2014-02-06.",https://www.iana.org/domains/root/db/condos.html
.construction,generic,"Fox Dynamite, LLC","Record last updated 2015-06-29.Registration date 2013-11-08.",https://www.iana.org/domains/root/db/construction.html
.consulting,generic,"United TLD Holdco, LTD.","Record last updated 2015-09-23.Registration date 2014-01-30.",https://www.iana.org/domains/root/db/consulting.html
.contact,generic,"Top Level Spectrum, Inc.","Record last updated 2016-01-08.Registration date 2015-12-10.",https://www.iana.org/domains/root/db/contact.html
.contractors,generic,"Magic Woods, LLC","Record last updated 2015-06-29.Registration date 2013-11-08.",https://www.iana.org/domains/root/db/contractors.html
.cooking,generic,Top Level Domain Holdings Limited,"Record last updated 2016-04-16.Registration date 2014-02-28.",https://www.iana.org/domains/root/db/cooking.html
.cookingchannel,generic,"Lifestyle Domain Holdings, Inc.","Record last updated 2016-06-23.Registration date 2016-05-05.",https://www.iana.org/domains/root/db/cookingchannel.html
.cool,generic,"Koko Lake, LLC","Record last updated 2015-06-29.Registration date 2014-01-16.",https://www.iana.org/domains/root/db/cool.html
.coop,sponsored,DotCooperation LLC,"Record last updated 2016-02-19.Registration date 2001-12-15.",https://www.iana.org/domains/root/db/coop.html
.corsica,generic,Collectivité Territoriale de Corse,"Record last updated 2015-05-16.Registration date 2015-04-23.",https://www.iana.org/domains/root/db/corsica.html
.country,generic,Top Level Domain Holdings Limited,"Record last updated 2016-04-16.Registration date 2014-02-28.",https://www.iana.org/domains/root/db/country.html
