name,type,sponsoring_org,iana_url
.joy,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/joy.html
.jp,country-code,"Japan Registry Services Co., Ltd.",https://www.iana.org/domains/root/db/jp.html
.jpmorgan,generic,"JPMorgan Chase Bank, National Association",https://www.iana.org/domains/root/db/jpmorgan.html
.jprs,generic,"Japan Registry Services Co., Ltd.",https://www.iana.org/domains/root/db/jprs.html
.juegos,generic,"Uniregistry, Corp.",https://www.iana.org/domains/root/db/juegos.html
.juniper,generic,"JUNIPER NETWORKS, INC.",https://www.iana.org/domains/root/db/juniper.html
.kaufen,generic,United TLD Holdco Ltd.,https://www.iana.org/domains/root/db/kaufen.html
.kddi,generic,KDDI CORPORATION,https://www.iana.org/domains/root/db/kddi.html
.ke,country-code,Kenya Network Information Center (KeNIC),https://www.iana.org/domains/root/db/ke.html
.kerryhotels,generic,Kerry Trading Co. Limited,https://www.iana.org/domains/root/db/kerryhotels.html
.kerrylogistics,generic,Kerry Trading Co. Limited,https://www.iana.org/domains/root/db/kerrylogistics.html
.kerryproperties,generic,Kerry Trading Co. Limited,https://www.iana.org/domains/root/db/kerryproperties.html
.kfh,generic,Kuwait Finance House,https://www.iana.org/domains/root/db/kfh.html
.kg,country-code,AsiaInfo Telecommunication Enterprise,https://www.iana.org/domains/root/db/kg.html
.kh,country-code,Telecommunication Regulator of Cambodia (TRC),https://www.iana.org/domains/root/db/kh.html
.ki,country-code,"Ministry of Communications, Transport, and Tourism Development",https://www.iana.org/domains/root/db/ki.html
.kia,generic,KIA MOTORS CORPORATION,https://www.iana.org/domains/root/db/kia.html
.kim,generic,Afilias Limited,https://www.iana.org/domains/root/db/kim.html
.kinder,generic,Ferrero Trading Lux S.A.,https://www.iana.org/domains/root/db/kinder.html
.kindle,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/kindle.html
.kitchen,generic,"Just Goodbye, LLC",https://www.iana.org/domains/root/db/kitchen.html
.kiwi,generic,DOT KIWI LIMITED,https://www.iana.org/domains/root/db/kiwi.html
.km,country-code,Comores Telecom,https://www.iana.org/domains/root/db/km.html
.kn,country-code,"Ministry of Finance, Sustainable Development Information & Technology",https://www.iana.org/domains/root/db/kn.html
.koeln,generic,NetCologne Gesellschaft für Telekommunikation mbH,https://www.iana.org/domains/root/db/koeln.html
.komatsu,generic,Komatsu Ltd.,https://www.iana.org/domains/root/db/komatsu.html
.kosher,generic,Kosher Marketing Assets LLC,https://www.iana.org/domains/root/db/kosher.html
.kp,country-code,Star Joint Venture Company,https://www.iana.org/domains/root/db/kp.html
.kpmg,generic,KPMG International Cooperative (KPMG International Genossenschaft),https://www.iana.org/domains/root/db/kpmg.html
.kpn,generic,Koninklijke KPN N.V.,https://www.iana.org/domains/root/db/kpn.html
.kr,country-code,Korea Internet & Security Agency (KISA),https://www.iana.org/domains/root/db/kr.html
.krd,generic,KRG Department of Information Technology,https://www.iana.org/domains/root/db/krd.html
.kred,generic,KredTLD Pty Ltd,https://www.iana.org/domains/root/db/kred.html
.kuokgroup,generic,Kerry Trading Co. Limited,https://www.iana.org/domains/root/db/kuokgroup.html
.kw,country-code,Ministry of Communications,https://www.iana.org/domains/root/db/kw.html
.ky,country-code,The Information and Communications Technology Authority,https://www.iana.org/domains/root/db/ky.html
.kyoto,generic,Academic Institution: Kyoto Jyoho Gakuen,https://www.iana.org/domains/root/db/kyoto.html
.kz,country-code,Association of IT Companies of Kazakhstan,https://www.iana.org/domains/root/db/kz.html
.la,country-code,"Lao National Internet Committee (LANIC), Ministry of Posts and Telecommunications",https://www.iana.org/domains/root/db/la.html
.lacaixa,generic,CAIXA D'ESTALVIS I PENSIONS DE BARCELONA,https://www.iana.org/domains/root/db/lacaixa.html
.ladbrokes,generic,LADBROKES INTERNATIONAL PLC,https://www.iana.org/domains/root/db/ladbrokes.html
.lamborghini,generic,Automobili Lamborghini S.p.A.,https://www.iana.org/domains/root/db/lamborghini.html
.lamer,generic,The Estée Lauder Companies Inc.,https://www.iana.org/domains/root/db/lamer.html
.lancaster,generic,LANCASTER,https://www.iana.org/domains/root/db/lancaster.html
.lancia,generic,Fiat Chrysler Automobiles N.V.,https://www.iana.org/domains/root/db/lancia.html
.lancome,generic,L'Oréal,https://www.iana.org/domains/root/db/lancome.html
.land,generic,"Pine Moon, LLC",https://www.iana.org/domains/root/db/land.html
.landrover,generic,Jaguar Land Rover Ltd,https://www.iana.org/domains/root/db/landrover.html
.lanxess,generic,LANXESS Corporation,https://www.iana.org/domains/root/db/lanxess.html
.lasalle,generic,Jones Lang LaSalle Incorporated,https://www.iana.org/domains/root/db/lasalle.html
.lat,generic,ECOM-LAC Federación de Latinoamérica y el Caribe para Internet y el Comercio Electrónico,https://www.iana.org/domains/root/db/lat.html
.latino,generic,Dish DBS Corporation,https://www.iana.org/domains/root/db/latino.html
.latrobe,generic,La Trobe University,https://www.iana.org/domains/root/db/latrobe.html
.law,generic,Minds + Machines Group Limited,https://www.iana.org/domains/root/db/law.html
.lawyer,generic,"United TLD Holdco, Ltd",https://www.iana.org/domains/root/db/lawyer.html
.lb,country-code,"American University of Beirut
Computing and Networking Services",https://www.iana.org/domains/root/db/lb.html
.lc,country-code,University of Puerto Rico,https://www.iana.org/domains/root/db/lc.html
.lds,generic,"IRI Domain Management, LLC",https://www.iana.org/domains/root/db/lds.html
.lease,generic,"Victor Trail, LLC",https://www.iana.org/domains/root/db/lease.html
.leclerc,generic,A.C.D. LEC Association des Centres Distributeurs Edouard Leclerc,https://www.iana.org/domains/root/db/leclerc.html
.lefrak,generic,"LeFrak Organization, Inc.",https://www.iana.org/domains/root/db/lefrak.html
.legal,generic,"Blue Falls, LLC",https://www.iana.org/domains/root/db/legal.html
.lego,generic,LEGO Juris A/S,https://www.iana.org/domains/root/db/lego.html
.lexus,generic,TOYOTA MOTOR CORPORATION,https://www.iana.org/domains/root/db/lexus.html
.lgbt,generic,Afilias Limited,https://www.iana.org/domains/root/db/lgbt.html
.li,country-code,Universitaet Liechtenstein,https://www.iana.org/domains/root/db/li.html
.liaison,generic,"Liaison Technologies, Incorporated",https://www.iana.org/domains/root/db/liaison.html
.lidl,generic,Schwarz Domains und Services GmbH & Co. KG,https://www.iana.org/domains/root/db/lidl.html
.life,generic,"Trixy Oaks, LLC",https://www.iana.org/domains/root/db/life.html
.lifeinsurance,generic,American Council of Life Insurers,https://www.iana.org/domains/root/db/lifeinsurance.html
.lifestyle,generic,"Lifestyle Domain Holdings, Inc.",https://www.iana.org/domains/root/db/lifestyle.html
.lighting,generic,"John McCook, LLC",https://www.iana.org/domains/root/db/lighting.html
.like,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/like.html
.lilly,generic,Eli Lilly and Company,https://www.iana.org/domains/root/db/lilly.html
.limited,generic,"Big Fest, LLC",https://www.iana.org/domains/root/db/limited.html
.limo,generic,"Hidden Frostbite, LLC",https://www.iana.org/domains/root/db/limo.html
.lincoln,generic,Ford Motor Company,https://www.iana.org/domains/root/db/lincoln.html
.linde,generic,Linde Aktiengesellschaft,https://www.iana.org/domains/root/db/linde.html
.link,generic,"Uniregistry, Corp.",https://www.iana.org/domains/root/db/link.html
.lipsy,generic,Lipsy Ltd,https://www.iana.org/domains/root/db/lipsy.html
.live,generic,United TLD Holdco Ltd.,https://www.iana.org/domains/root/db/live.html
.living,generic,"Lifestyle Domain Holdings, Inc.",https://www.iana.org/domains/root/db/living.html
.lixil,generic,LIXIL Group Corporation,https://www.iana.org/domains/root/db/lixil.html
.lk,country-code,"Council for Information Technology
LK Domain Registrar",https://www.iana.org/domains/root/db/lk.html
.loan,generic,dot Loan Limited,https://www.iana.org/domains/root/db/loan.html
.loans,generic,"June Woods, LLC",https://www.iana.org/domains/root/db/loans.html
.locker,generic,Dish DBS Corporation,https://www.iana.org/domains/root/db/locker.html
.locus,generic,Locus Analytics LLC,https://www.iana.org/domains/root/db/locus.html
.loft,generic,"Annco, Inc.",https://www.iana.org/domains/root/db/loft.html
.lol,generic,"Uniregistry, Corp.",https://www.iana.org/domains/root/db/lol.html
.london,generic,Dot London Domains Limited,https://www.iana.org/domains/root/db/london.html
.lotte,generic,"Lotte Holdings Co., Ltd.",https://www.iana.org/domains/root/db/lotte.html
.lotto,generic,Afilias Limited,https://www.iana.org/domains/root/db/lotto.html
.love,generic,Merchant Law Group LLP,https://www.iana.org/domains/root/db/love.html
.lpl,generic,"LPL Holdings, Inc.",https://www.iana.org/domains/root/db/lpl.html
.lplfinancial,generic,"LPL Holdings, Inc.",https://www.iana.org/domains/root/db/lplfinancial.html
.lr,country-code,"Data Technology Solutions, Inc.",https://www.iana.org/domains/root/db/lr.html
.ls,country-code,National University of Lesotho,https://www.iana.org/domains/root/db/ls.html
.lt,country-code,Kaunas University of Technology,https://www.iana.org/domains/root/db/lt.html
.ltd,generic,"Over Corner, LLC",https://www.iana.org/domains/root/db/ltd.html
.ltda,generic,InterNetX Corp.,https://www.iana.org/domains/root/db/ltda.html
.lu,country-code,RESTENA,https://www.iana.org/domains/root/db/lu.html
.lundbeck,generic,H. Lundbeck A/S,https://www.iana.org/domains/root/db/lundbeck.html
.lupin,generic,LUPIN LIMITED,https://www.iana.org/domains/root/db/lupin.html
.luxe,generic,Top Level Domain Holdings Limited,https://www.iana.org/domains/root/db/luxe.html
.luxury,generic,Luxury Partners LLC,https://www.iana.org/domains/root/db/luxury.html
.lv,country-code,"University of Latvia
Institute of Mathematics and Computer Science
Department of Network Solutions (DNS)",https://www.iana.org/domains/root/db/lv.html
.ly,country-code,General Post and Telecommunication Company,https://www.iana.org/domains/root/db/ly.html
.ma,country-code,Agence Nationale de Réglementation des Télécommunications (ANRT),https://www.iana.org/domains/root/db/ma.html
.macys,generic,"Macys, Inc.",https://www.iana.org/domains/root/db/macys.html
.madrid,generic,Comunidad de Madrid,https://www.iana.org/domains/root/db/madrid.html
.maif,generic,Mutuelle Assurance Instituteur France (MAIF),https://www.iana.org/domains/root/db/maif.html
.maison,generic,"Victor Frostbite, LLC",https://www.iana.org/domains/root/db/maison.html
.makeup,generic,L'Oréal,https://www.iana.org/domains/root/db/makeup.html
.man,generic,MAN SE,https://www.iana.org/domains/root/db/man.html
.management,generic,"John Goodbye, LLC",https://www.iana.org/domains/root/db/management.html
.mango,generic,PUNTO FA S.L.,https://www.iana.org/domains/root/db/mango.html
.market,generic,"United TLD Holdco, Ltd",https://www.iana.org/domains/root/db/market.html
.marketing,generic,"Fern Pass, LLC",https://www.iana.org/domains/root/db/marketing.html
.markets,generic,DOTMARKETS REGISTRY LTD,https://www.iana.org/domains/root/db/markets.html
.marriott,generic,Marriott Worldwide Corporation,https://www.iana.org/domains/root/db/marriott.html
.marshalls,generic,"The TJX Companies, Inc.",https://www.iana.org/domains/root/db/marshalls.html
.maserati,generic,Fiat Chrysler Automobiles N.V.,https://www.iana.org/domains/root/db/maserati.html
.mattel,generic,"Mattel Sites, Inc.",https://www.iana.org/domains/root/db/mattel.html
.mba,generic,"Lone Hollow, LLC",https://www.iana.org/domains/root/db/mba.html
.mc,country-code,"Gouvernement de Monaco
Direction des Communications Electroniques",https://www.iana.org/domains/root/db/mc.html
.mcd,generic,McDonald’s Corporation,https://www.iana.org/domains/root/db/mcd.html
.mcdonalds,generic,McDonald’s Corporation,https://www.iana.org/domains/root/db/mcdonalds.html
.mckinsey,generic,"McKinsey Holdings, Inc.",https://www.iana.org/domains/root/db/mckinsey.html
.md,country-code,MoldData S.E.,https://www.iana.org/domains/root/db/md.html
.me,country-code,Government of Montenegro,https://www.iana.org/domains/root/db/me.html
.med,generic,Medistry LLC,https://www.iana.org/domains/root/db/med.html
.media,generic,"Grand Glen, LLC",https://www.iana.org/domains/root/db/media.html
.meet,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/meet.html
.melbourne,generic,"The Crown in right of the State of Victoria, represented by its Department of State Development, Business and Innovation",https://www.iana.org/domains/root/db/melbourne.html
.meme,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/meme.html
.memorial,generic,"Dog Beach, LLC",https://www.iana.org/domains/root/db/memorial.html
.men,generic,Exclusive Registry Limited,https://www.iana.org/domains/root/db/men.html
.menu,generic,"Wedding TLD2, LLC",https://www.iana.org/domains/root/db/menu.html
.meo,generic,PT Comunicacoes S.A.,https://www.iana.org/domains/root/db/meo.html
.metlife,generic,"MetLife Services and Solutions, LLC",https://www.iana.org/domains/root/db/metlife.html
.mf,country-code,Not assigned,https://www.iana.org/domains/root/db/mf.html
.mg,country-code,NIC-MG (Network Information Center Madagascar),https://www.iana.org/domains/root/db/mg.html
.mh,country-code,Office of the Cabinet,https://www.iana.org/domains/root/db/mh.html
.miami,generic,Top Level Domain Holdings Limited,https://www.iana.org/domains/root/db/miami.html
.microsoft,generic,Microsoft Corporation,https://www.iana.org/domains/root/db/microsoft.html
.mil,sponsored,DoD Network Information Center,https://www.iana.org/domains/root/db/mil.html
.mini,generic,Bayerische Motoren Werke Aktiengesellschaft,https://www.iana.org/domains/root/db/mini.html
.mint,generic,"Intuit Administrative Services, Inc.",https://www.iana.org/domains/root/db/mint.html
.mit,generic,Massachusetts Institute of Technology,https://www.iana.org/domains/root/db/mit.html
.mitsubishi,generic,Mitsubishi Corporation,https://www.iana.org/domains/root/db/mitsubishi.html
.mk,country-code,Macedonian Academic Research Network Skopje,https://www.iana.org/domains/root/db/mk.html
.ml,country-code,Agence des Technologies de l’Information et de la Communication,https://www.iana.org/domains/root/db/ml.html
.mlb,generic,"MLB Advanced Media DH, LLC",https://www.iana.org/domains/root/db/mlb.html
.mls,generic,The Canadian Real Estate Association,https://www.iana.org/domains/root/db/mls.html
.mm,country-code,"Ministry of Communications, Posts & Telegraphs",https://www.iana.org/domains/root/db/mm.html
.mma,generic,MMA IARD,https://www.iana.org/domains/root/db/mma.html
.mn,country-code,"Datacom Co., Ltd.",https://www.iana.org/domains/root/db/mn.html
.mo,country-code,Bureau of Telecommunications Regulation (DSRT),https://www.iana.org/domains/root/db/mo.html
.mobi,sponsored,Afilias Technologies Limited dba dotMobi,https://www.iana.org/domains/root/db/mobi.html
.mobily,generic,GreenTech Consultancy Company W.L.L.,https://www.iana.org/domains/root/db/mobily.html
.moda,generic,United TLD Holdco Ltd.,https://www.iana.org/domains/root/db/moda.html
.moe,generic,"Interlink Co., Ltd.",https://www.iana.org/domains/root/db/moe.html
.moi,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/moi.html
.mom,generic,"Uniregistry, Corp.",https://www.iana.org/domains/root/db/mom.html
.monash,generic,Monash University,https://www.iana.org/domains/root/db/monash.html
.money,generic,"Outer McCook, LLC",https://www.iana.org/domains/root/db/money.html
.montblanc,generic,Richemont DNS Inc.,https://www.iana.org/domains/root/db/montblanc.html
.mopar,generic,FCA US LLC.,https://www.iana.org/domains/root/db/mopar.html
.mormon,generic,"IRI Domain Management, LLC (""Applicant"")",https://www.iana.org/domains/root/db/mormon.html
.mortgage,generic,"United TLD Holdco, Ltd",https://www.iana.org/domains/root/db/mortgage.html
.moscow,generic,Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID),https://www.iana.org/domains/root/db/moscow.html
.motorcycles,generic,"DERMotorcycles, LLC",https://www.iana.org/domains/root/db/motorcycles.html
.mov,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/mov.html
.movie,generic,"New Frostbite, LLC",https://www.iana.org/domains/root/db/movie.html
.movistar,generic,Telefónica S.A.,https://www.iana.org/domains/root/db/movistar.html
.mp,country-code,"Saipan Datacom, Inc.",https://www.iana.org/domains/root/db/mp.html
.mq,country-code,MEDIASERV,https://www.iana.org/domains/root/db/mq.html
.mr,country-code,"Université des Sciences, de Technologie et de Médecine",https://www.iana.org/domains/root/db/mr.html
.ms,country-code,MNI Networks Ltd.,https://www.iana.org/domains/root/db/ms.html
.msd,generic,"MSD Registry Holdings, Inc.",https://www.iana.org/domains/root/db/msd.html
.mt,country-code,NIC (Malta),https://www.iana.org/domains/root/db/mt.html
.mtn,generic,MTN Dubai Limited,https://www.iana.org/domains/root/db/mtn.html
.mtpc,generic,Mitsubishi Tanabe Pharma Corporation,https://www.iana.org/domains/root/db/mtpc.html
.mtr,generic,MTR Corporation Limited,https://www.iana.org/domains/root/db/mtr.html
.mu,country-code,Internet Direct Ltd,https://www.iana.org/domains/root/db/mu.html
.museum,sponsored,Museum Domain Management Association,https://www.iana.org/domains/root/db/museum.html
.mutual,generic,"Northwestern Mutual MU TLD Registry, LLC",https://www.iana.org/domains/root/db/mutual.html
.mutuelle,generic,Fédération Nationale de la Mutualité Française,https://www.iana.org/domains/root/db/mutuelle.html
.mv,country-code,Dhiraagu Pvt. Ltd. (DHIVEHINET),https://www.iana.org/domains/root/db/mv.html
.mw,country-code,"Malawi Sustainable Development Network Programme
(Malawi SDNP)",https://www.iana.org/domains/root/db/mw.html
.mx,country-code,"NIC-Mexico
ITESM - Campus Monterrey",https://www.iana.org/domains/root/db/mx.html
.my,country-code,MYNIC Berhad,https://www.iana.org/domains/root/db/my.html
.mz,country-code,Centro de Informatica de Universidade Eduardo Mondlane,https://www.iana.org/domains/root/db/mz.html
.na,country-code,Namibian Network Information Center,https://www.iana.org/domains/root/db/na.html
.nab,generic,National Australia Bank Limited,https://www.iana.org/domains/root/db/nab.html
.nadex,generic,"Nadex Domains, Inc",https://www.iana.org/domains/root/db/nadex.html
.nagoya,generic,"GMO Registry, Inc.",https://www.iana.org/domains/root/db/nagoya.html
.name,generic-restricted,"VeriSign Information Services, Inc.",https://www.iana.org/domains/root/db/name.html
.nationwide,generic,Nationwide Mutual Insurance Company,https://www.iana.org/domains/root/db/nationwide.html
.natura,generic,NATURA COSMÉTICOS S.A.,https://www.iana.org/domains/root/db/natura.html
.navy,generic,United TLD Holdco Ltd.,https://www.iana.org/domains/root/db/navy.html
.nba,generic,"NBA REGISTRY, LLC",https://www.iana.org/domains/root/db/nba.html
.nc,country-code,Office des Postes et Telecommunications,https://www.iana.org/domains/root/db/nc.html
.ne,country-code,SONITEL,https://www.iana.org/domains/root/db/ne.html
.nec,generic,NEC Corporation,https://www.iana.org/domains/root/db/nec.html
.net,generic,VeriSign Global Registry Services,https://www.iana.org/domains/root/db/net.html
.netbank,generic,COMMONWEALTH BANK OF AUSTRALIA,https://www.iana.org/domains/root/db/netbank.html
.netflix,generic,"Netflix, Inc.",https://www.iana.org/domains/root/db/netflix.html
.network,generic,"Trixy Manor, LLC",https://www.iana.org/domains/root/db/network.html
.neustar,generic,"NeuStar, Inc.",https://www.iana.org/domains/root/db/neustar.html
.new,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/new.html
.news,generic,United TLD Holdco Ltd.,https://www.iana.org/domains/root/db/news.html
.next,generic,Next plc,https://www.iana.org/domains/root/db/next.html
.nextdirect,generic,Next plc,https://www.iana.org/domains/root/db/nextdirect.html
.nexus,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/nexus.html
.nf,country-code,Norfolk Island Data Services,https://www.iana.org/domains/root/db/nf.html
.nfl,generic,NFL Reg Ops LLC,https://www.iana.org/domains/root/db/nfl.html
.ng,country-code,Nigeria Internet Registration Association,https://www.iana.org/domains/root/db/ng.html
.ngo,generic,Public Interest Registry,https://www.iana.org/domains/root/db/ngo.html
.nhk,generic,Japan Broadcasting Corporation (NHK),https://www.iana.org/domains/root/db/nhk.html
.ni,country-code,"Universidad Nacional del Ingernieria
Centro de Computo",https://www.iana.org/domains/root/db/ni.html
.nico,generic,"DWANGO Co., Ltd.",https://www.iana.org/domains/root/db/nico.html
.nike,generic,"NIKE, Inc.",https://www.iana.org/domains/root/db/nike.html
.nikon,generic,NIKON CORPORATION,https://www.iana.org/domains/root/db/nikon.html
.ninja,generic,United TLD Holdco Ltd.,https://www.iana.org/domains/root/db/ninja.html
.nissan,generic,"NISSAN MOTOR CO., LTD.",https://www.iana.org/domains/root/db/nissan.html
.nissay,generic,Nippon Life Insurance Company,https://www.iana.org/domains/root/db/nissay.html
.nl,country-code,SIDN (Stichting Internet  Domeinregistratie Nederland),https://www.iana.org/domains/root/db/nl.html
.no,country-code,UNINETT Norid A/S,https://www.iana.org/domains/root/db/no.html
.nokia,generic,Nokia Corporation,https://www.iana.org/domains/root/db/nokia.html
.northwesternmutual,generic,"Northwestern Mutual Registry, LLC",https://www.iana.org/domains/root/db/northwesternmutual.html
.norton,generic,Symantec Corporation,https://www.iana.org/domains/root/db/norton.html
.now,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/now.html
.nowruz,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,https://www.iana.org/domains/root/db/nowruz.html
.nowtv,generic,Starbucks (HK) Limited,https://www.iana.org/domains/root/db/nowtv.html
.np,country-code,Mercantile Communications Pvt. Ltd.,https://www.iana.org/domains/root/db/np.html
.nr,country-code,CENPAC NET,https://www.iana.org/domains/root/db/nr.html
.nra,generic,"NRA Holdings Company, INC.",https://www.iana.org/domains/root/db/nra.html
.nrw,generic,Minds + Machines GmbH,https://www.iana.org/domains/root/db/nrw.html
.ntt,generic,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,https://www.iana.org/domains/root/db/ntt.html
.nu,country-code,The IUSN Foundation,https://www.iana.org/domains/root/db/nu.html
.nyc,generic,The City of New York by and through the New York City Department of Information Technology & Telecommunications,https://www.iana.org/domains/root/db/nyc.html
.nz,country-code,InternetNZ,https://www.iana.org/domains/root/db/nz.html
.obi,generic,OBI Group Holding SE & Co. KGaA,https://www.iana.org/domains/root/db/obi.html
.off,generic,"Johnson Shareholdings, Inc.",https://www.iana.org/domains/root/db/off.html
.office,generic,Microsoft Corporation,https://www.iana.org/domains/root/db/office.html
.okinawa,generic,"BRregistry, Inc.",https://www.iana.org/domains/root/db/okinawa.html
.olayan,generic,Crescent Holding GmbH,https://www.iana.org/domains/root/db/olayan.html
.olayangroup,generic,Crescent Holding GmbH,https://www.iana.org/domains/root/db/olayangroup.html
.oldnavy,generic,"The Gap, Inc.",https://www.iana.org/domains/root/db/oldnavy.html
.ollo,generic,Dish DBS Corporation,https://www.iana.org/domains/root/db/ollo.html
.om,country-code,Telecommunications Regulatory Authority (TRA),https://www.iana.org/domains/root/db/om.html
.omega,generic,The Swatch Group Ltd,https://www.iana.org/domains/root/db/omega.html
.one,generic,One.com A/S,https://www.iana.org/domains/root/db/one.html
.ong,generic,Public Interest Registry,https://www.iana.org/domains/root/db/ong.html
.onl,generic,"I-REGISTRY Ltd., Niederlassung Deutschland",https://www.iana.org/domains/root/db/onl.html
.online,generic,DotOnline Inc.,https://www.iana.org/domains/root/db/online.html
.onyourside,generic,Nationwide Mutual Insurance Company,https://www.iana.org/domains/root/db/onyourside.html
.ooo,generic,INFIBEAM INCORPORATION LIMITED,https://www.iana.org/domains/root/db/ooo.html
.open,generic,"American Express Travel Related Services Company, Inc.",https://www.iana.org/domains/root/db/open.html
.oracle,generic,Oracle Corporation,https://www.iana.org/domains/root/db/oracle.html
.orange,generic,Orange Brand Services Limited,https://www.iana.org/domains/root/db/orange.html
.org,generic,Public Interest Registry (PIR),https://www.iana.org/domains/root/db/org.html
.organic,generic,Afilias Limited,https://www.iana.org/domains/root/db/organic.html
.orientexpress,generic,Orient Express,https://www.iana.org/domains/root/db/orientexpress.html
.origins,generic,The Estée Lauder Companies Inc.,https://www.iana.org/domains/root/db/origins.html
.osaka,generic,"Interlink Co., Ltd.",https://www.iana.org/domains/root/db/osaka.html
.otsuka,generic,"Otsuka Holdings Co., Ltd.",https://www.iana.org/domains/root/db/otsuka.html
.ott,generic,Dish DBS Corporation,https://www.iana.org/domains/root/db/ott.html
.ovh,generic,OVH SAS,https://www.iana.org/domains/root/db/ovh.html
.pa,country-code,Universidad Tecnologica de Panama,https://www.iana.org/domains/root/db/pa.html
.page,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/page.html
.pamperedchef,generic,"The Pampered Chef, Ltd.",https://www.iana.org/domains/root/db/pamperedchef.html
.panasonic,generic,Panasonic Corporation,https://www.iana.org/domains/root/db/panasonic.html
.panerai,generic,Richemont DNS Inc.,https://www.iana.org/domains/root/db/panerai.html
.paris,generic,City of Paris,https://www.iana.org/domains/root/db/paris.html
.pars,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,https://www.iana.org/domains/root/db/pars.html
.partners,generic,"Magic Glen, LLC",https://www.iana.org/domains/root/db/partners.html
.parts,generic,"Sea Goodbye, LLC",https://www.iana.org/domains/root/db/parts.html
.party,generic,Blue Sky Registry Limited,https://www.iana.org/domains/root/db/party.html
.passagens,generic,Travel Reservations SRL,https://www.iana.org/domains/root/db/passagens.html
.pay,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/pay.html
.pccw,generic,PCCW Enterprises Limited,https://www.iana.org/domains/root/db/pccw.html
.pe,country-code,Red Cientifica Peruana,https://www.iana.org/domains/root/db/pe.html
.pet,generic,Afilias plc,https://www.iana.org/domains/root/db/pet.html
.pf,country-code,Gouvernement de la Polynésie française,https://www.iana.org/domains/root/db/pf.html
.pfizer,generic,Pfizer Inc.,https://www.iana.org/domains/root/db/pfizer.html
.pg,country-code,"PNG DNS Administration
Vice Chancellors Office
The Papua New Guinea University of Technology",https://www.iana.org/domains/root/db/pg.html
.ph,country-code,PH Domain Foundation,https://www.iana.org/domains/root/db/ph.html
.pharmacy,generic,National Association of Boards of Pharmacy,https://www.iana.org/domains/root/db/pharmacy.html
.philips,generic,Koninklijke Philips N.V.,https://www.iana.org/domains/root/db/philips.html
.photo,generic,"Uniregistry, Corp.",https://www.iana.org/domains/root/db/photo.html
.photography,generic,"Sugar Glen, LLC",https://www.iana.org/domains/root/db/photography.html
.photos,generic,"Sea Corner, LLC",https://www.iana.org/domains/root/db/photos.html
.physio,generic,PhysBiz Pty Ltd,https://www.iana.org/domains/root/db/physio.html
.piaget,generic,Richemont DNS Inc.,https://www.iana.org/domains/root/db/piaget.html
.pics,generic,"Uniregistry, Corp.",https://www.iana.org/domains/root/db/pics.html
.pictet,generic,Pictet Europe S.A.,https://www.iana.org/domains/root/db/pictet.html
.pictures,generic,"Foggy Sky, LLC",https://www.iana.org/domains/root/db/pictures.html
.pid,generic,"Top Level Spectrum, Inc.",https://www.iana.org/domains/root/db/pid.html
.pin,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/pin.html
.ping,generic,"Ping Registry Provider, Inc.",https://www.iana.org/domains/root/db/ping.html
.pink,generic,Afilias Limited,https://www.iana.org/domains/root/db/pink.html
.pioneer,generic,Pioneer Corporation,https://www.iana.org/domains/root/db/pioneer.html
.pizza,generic,"Foggy Moon, LLC",https://www.iana.org/domains/root/db/pizza.html
.pk,country-code,PKNIC,https://www.iana.org/domains/root/db/pk.html
.pl,country-code,Research and Academic Computer Network,https://www.iana.org/domains/root/db/pl.html
.place,generic,"Snow Galley, LLC",https://www.iana.org/domains/root/db/place.html
.play,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/play.html
.playstation,generic,Sony Computer Entertainment Inc.,https://www.iana.org/domains/root/db/playstation.html
.plumbing,generic,"Spring Tigers, LLC",https://www.iana.org/domains/root/db/plumbing.html
.plus,generic,"Sugar Mill, LLC",https://www.iana.org/domains/root/db/plus.html
.pm,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),https://www.iana.org/domains/root/db/pm.html
.pn,country-code,Pitcairn Island Administration,https://www.iana.org/domains/root/db/pn.html
.pnc,generic,"PNC Domain Co., LLC",https://www.iana.org/domains/root/db/pnc.html
.pohl,generic,Deutsche Vermögensberatung Aktiengesellschaft DVAG,https://www.iana.org/domains/root/db/pohl.html
