name,type,sponsoring_org,last_updated,registered,iana_url
.ggee,generic,"GMO Internet, Inc.",2015-11-19,2014-12-18,https://www.iana.org/domains/root/db/ggee.html
.gh,country-code,Network Computer Systems Limited,2015-09-22,1995-01-19,https://www.iana.org/domains/root/db/gh.html
.gi,country-code,Sapphire Networks,2010-11-03,1995-12-05,https://www.iana.org/domains/root/db/gi.html
.gift,generic,"Uniregistry, Corp.",2015-09-09,2014-01-09,https://www.iana.org/domains/root/db/gift.html
.gifts,generic,"Goose Sky, LLC",2015-06-29,2014-07-31,https://www.iana.org/domains/root/db/gifts.html
.gives,generic,United TLD Holdco Ltd.,2015-06-11,2014-05-29,https://www.iana.org/domains/root/db/gives.html
.giving,generic,Giving Limited,2015-08-12,2015-06-11,https://www.iana.org/domains/root/db/giving.html
.gl,country-code,TELE Greenland A/S,2014-08-22,1994-04-08,https://www.iana.org/domains/root/db/gl.html
.glade,generic,"Johnson Shareholdings, Inc.",2016-07-28,2016-07-14,https://www.iana.org/domains/root/db/glade.html
.glass,generic,"Black Cover, LLC",2015-06-29,2013-12-19,https://www.iana.org/domains/root/db/glass.html
.gle,generic,Charleston Road Registry Inc.,2016-08-03,2014-09-04,https://www.iana.org/domains/root/db/gle.html
.global,generic,Dot Global Domain Registry Limited,2015-02-08,2014-05-29,https://www.iana.org/domains/root/db/global.html
.globo,generic,Globo Comunicação e Participações S.A,2014-05-05,2014-02-20,https://www.iana.org/domains/root/db/globo.html
.gm,country-code,GM-NIC,2015-08-20,1997-03-28,https://www.iana.org/domains/root/db/gm.html
.gmail,generic,Charleston Road Registry Inc.,2016-08-03,2014-08-23,https://www.iana.org/domains/root/db/gmail.html
.gmbh,generic,"Extra Dynamite, LLC",2016-03-10,2016-03-03,https://www.iana.org/domains/root/db/gmbh.html
.gmo,generic,"GMO Internet, Inc.",2016-01-20,2014-02-27,https://www.iana.org/domains/root/db/gmo.html
.gmx,generic,1&1 Mail & Media GmbH,2014-09-05,2014-08-07,https://www.iana.org/domains/root/db/gmx.html
.gn,country-code,Centre National des Sciences Halieutiques de Boussoura,2014-06-05,1994-08-09,https://www.iana.org/domains/root/db/gn.html
.godaddy,generic,"Go Daddy East, LLC",2016-07-07,2016-06-24,https://www.iana.org/domains/root/db/godaddy.html
.gold,generic,"June Edge, LLC",2015-06-29,2015-03-12,https://www.iana.org/domains/root/db/gold.html
.goldpoint,generic,"YODOBASHI CAMERA CO.,LTD.",2015-10-19,2015-02-13,https://www.iana.org/domains/root/db/goldpoint.html
.golf,generic,"Lone Falls, LLC",2015-06-29,2015-03-12,https://www.iana.org/domains/root/db/golf.html
.goo,generic,NTT Resonant Inc.,2016-06-22,2015-02-13,https://www.iana.org/domains/root/db/goo.html
.goodhands,generic,Allstate Fire and Casualty Insurance Company,2016-07-14,2016-02-05,https://www.iana.org/domains/root/db/goodhands.html
.goodyear,generic,The Goodyear Tire & Rubber Company,2016-06-10,2015-12-17,https://www.iana.org/domains/root/db/goodyear.html
.goog,generic,Charleston Road Registry Inc.,2016-08-03,2015-01-08,https://www.iana.org/domains/root/db/goog.html
.google,generic,Charleston Road Registry Inc.,2016-08-03,2014-09-04,https://www.iana.org/domains/root/db/google.html
.gop,generic,"Republican State Leadership Committee, Inc.",2014-12-01,2014-03-06,https://www.iana.org/domains/root/db/gop.html
.got,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/got.html
.gov,sponsored,"General Services Administration
Attn: QTDC, 2E08 (.gov Domain Registration)",2013-09-10,1985-01-01,https://www.iana.org/domains/root/db/gov.html
.gp,country-code,Networking Technologies Group,2016-01-12,1996-10-21,https://www.iana.org/domains/root/db/gp.html
.gq,country-code,GETESA,2015-12-24,1997-07-10,https://www.iana.org/domains/root/db/gq.html
.gr,country-code,ICS-FORTH GR,2016-06-17,1989-02-19,https://www.iana.org/domains/root/db/gr.html
.grainger,generic,"Grainger Registry Services, LLC",2015-11-13,2015-10-29,https://www.iana.org/domains/root/db/grainger.html
.graphics,generic,"Over Madison, LLC",2015-06-29,2013-11-08,https://www.iana.org/domains/root/db/graphics.html
.gratis,generic,"Pioneer Tigers, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/gratis.html
.green,generic,Afilias Limited,2014-06-19,2014-06-12,https://www.iana.org/domains/root/db/green.html
.gripe,generic,"Corn Sunset, LLC",2015-06-29,2014-04-03,https://www.iana.org/domains/root/db/gripe.html
.group,generic,"Romeo Town, LLC",2015-09-23,2015-07-30,https://www.iana.org/domains/root/db/group.html
.gs,country-code,Government of South Georgia and South Sandwich Islands (GSGSSI),2015-02-12,1997-07-31,https://www.iana.org/domains/root/db/gs.html
.gt,country-code,Universidad del Valle de Guatemala,2016-07-28,1992-08-14,https://www.iana.org/domains/root/db/gt.html
.gu,country-code,"University of Guam
Computer Center",2014-08-06,1994-04-15,https://www.iana.org/domains/root/db/gu.html
.guardian,generic,The Guardian Life Insurance Company of America,2016-05-16,2016-04-14,https://www.iana.org/domains/root/db/guardian.html
.gucci,generic,Guccio Gucci S.p.a.,2015-10-27,2015-03-06,https://www.iana.org/domains/root/db/gucci.html
.guge,generic,Charleston Road Registry Inc.,2016-08-03,2015-02-19,https://www.iana.org/domains/root/db/guge.html
.guide,generic,"Snow Moon, LLC",2015-06-29,2014-05-08,https://www.iana.org/domains/root/db/guide.html
.guitars,generic,"Uniregistry, Corp.",2015-09-09,2014-01-09,https://www.iana.org/domains/root/db/guitars.html
.guru,generic,"Pioneer Cypress, LLC",2015-06-29,2013-10-31,https://www.iana.org/domains/root/db/guru.html
.gw,country-code,Autoridade Reguladora Nacional - Tecnologias de Informação e Comunicação da Guiné-Bissau,2015-06-18,1997-02-04,https://www.iana.org/domains/root/db/gw.html
.gy,country-code,University of Guyana,2011-11-03,1994-09-13,https://www.iana.org/domains/root/db/gy.html
.hamburg,generic,Hamburg Top-Level-Domain GmbH,2016-01-21,2014-05-22,https://www.iana.org/domains/root/db/hamburg.html
.hangout,generic,Charleston Road Registry Inc.,2016-08-03,2015-01-08,https://www.iana.org/domains/root/db/hangout.html
.haus,generic,"United TLD Holdco, LTD.",2015-06-14,2014-03-26,https://www.iana.org/domains/root/db/haus.html
.hbo,generic,"HBO Registry Services, Inc.",2016-08-14,2016-07-08,https://www.iana.org/domains/root/db/hbo.html
.hdfc,generic,HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED,2016-08-17,2016-07-21,https://www.iana.org/domains/root/db/hdfc.html
.hdfcbank,generic,HDFC Bank Limited,2016-02-11,2016-02-05,https://www.iana.org/domains/root/db/hdfcbank.html
.health,generic,"DotHealth, LLC",2016-01-26,2015-09-17,https://www.iana.org/domains/root/db/health.html
.healthcare,generic,"Silver Glen, LLC",2015-06-29,2014-07-24,https://www.iana.org/domains/root/db/healthcare.html
.help,generic,"Uniregistry, Corp.",2015-09-09,2014-08-15,https://www.iana.org/domains/root/db/help.html
.helsinki,generic,City of Helsinki,2016-03-15,2015-12-10,https://www.iana.org/domains/root/db/helsinki.html
.here,generic,Charleston Road Registry Inc.,2016-08-03,2014-06-12,https://www.iana.org/domains/root/db/here.html
.hermes,generic,Hermes International,2015-01-27,2014-10-30,https://www.iana.org/domains/root/db/hermes.html
.hgtv,generic,"Lifestyle Domain Holdings, Inc.",2016-06-23,2016-05-05,https://www.iana.org/domains/root/db/hgtv.html
.hiphop,generic,"Uniregistry, Corp.",2015-09-09,2014-05-08,https://www.iana.org/domains/root/db/hiphop.html
.hisamitsu,generic,"Hisamitsu Pharmaceutical Co.,Inc.",2016-06-02,2016-05-13,https://www.iana.org/domains/root/db/hisamitsu.html
.hitachi,generic,"Hitachi, Ltd.",2016-07-28,2015-04-23,https://www.iana.org/domains/root/db/hitachi.html
.hiv,generic,"Uniregistry, Corp.",2016-02-24,2014-05-22,https://www.iana.org/domains/root/db/hiv.html
.hk,country-code,Hong Kong Internet Registration Corporation Ltd.,2016-03-02,1990-01-03,https://www.iana.org/domains/root/db/hk.html
.hkt,generic,PCCW-HKT DataCom Services Limited,2016-05-12,2016-04-15,https://www.iana.org/domains/root/db/hkt.html
.hm,country-code,HM Domain Registry,2015-07-24,1997-07-24,https://www.iana.org/domains/root/db/hm.html
.hn,country-code,Red de Desarrollo Sostenible Honduras,2013-06-19,1993-04-16,https://www.iana.org/domains/root/db/hn.html
.hockey,generic,"Half Willow, LLC",2015-06-29,2015-04-30,https://www.iana.org/domains/root/db/hockey.html
.holdings,generic,"John Madison, LLC",2015-06-29,2013-10-31,https://www.iana.org/domains/root/db/holdings.html
.holiday,generic,"Goose Woods, LLC",2015-06-29,2013-12-19,https://www.iana.org/domains/root/db/holiday.html
.homedepot,generic,"Homer TLC, Inc.",2015-06-04,2015-05-29,https://www.iana.org/domains/root/db/homedepot.html
.homegoods,generic,"The TJX Companies, Inc.",2016-07-16,2016-04-07,https://www.iana.org/domains/root/db/homegoods.html
.homes,generic,"DERHomes, LLC",2015-03-13,2014-05-01,https://www.iana.org/domains/root/db/homes.html
.homesense,generic,"The TJX Companies, Inc.",2016-07-16,2016-04-07,https://www.iana.org/domains/root/db/homesense.html
.honda,generic,"Honda Motor Co., Ltd.",2016-03-11,2015-03-06,https://www.iana.org/domains/root/db/honda.html
.honeywell,generic,Honeywell GTLD LLC,2016-07-26,2016-06-03,https://www.iana.org/domains/root/db/honeywell.html
.horse,generic,Top Level Domain Holdings Limited,2016-04-16,2014-02-28,https://www.iana.org/domains/root/db/horse.html
.host,generic,DotHost Inc.,2015-07-20,2014-05-22,https://www.iana.org/domains/root/db/host.html
.hosting,generic,"Uniregistry, Corp.",2015-09-09,2014-08-15,https://www.iana.org/domains/root/db/hosting.html
.hot,generic,"Amazon Registry Services, Inc.",2016-08-10,2016-07-21,https://www.iana.org/domains/root/db/hot.html
.hoteles,generic,Travel Reservations SRL,2016-06-14,2015-05-14,https://www.iana.org/domains/root/db/hoteles.html
.hotmail,generic,Microsoft Corporation,2016-02-27,2015-04-30,https://www.iana.org/domains/root/db/hotmail.html
.house,generic,"Sugar Park, LLC",2015-06-29,2013-12-19,https://www.iana.org/domains/root/db/house.html
.how,generic,Charleston Road Registry Inc.,2016-08-03,2014-06-12,https://www.iana.org/domains/root/db/how.html
.hr,country-code,CARNet - Croatian Academic and Research Network,2015-01-25,1993-02-27,https://www.iana.org/domains/root/db/hr.html
.hsbc,generic,HSBC Holdings PLC,2016-03-03,2015-01-15,https://www.iana.org/domains/root/db/hsbc.html
.ht,country-code,Consortium FDS/RDDH,2013-02-08,1997-03-06,https://www.iana.org/domains/root/db/ht.html
.htc,generic,HTC corporation,2016-04-04,2016-03-03,https://www.iana.org/domains/root/db/htc.html
.hu,country-code,Council of Hungarian Internet Providers (CHIP),2015-07-30,1990-11-07,https://www.iana.org/domains/root/db/hu.html
.hughes,generic,Hughes Satellite Systems Corporation,2016-08-10,2016-08-04,https://www.iana.org/domains/root/db/hughes.html
.hyatt,generic,"Hyatt GTLD, L.L.C.",2016-07-28,2016-07-22,https://www.iana.org/domains/root/db/hyatt.html
.hyundai,generic,Hyundai Motor Company,2016-05-06,2015-09-17,https://www.iana.org/domains/root/db/hyundai.html
.ibm,generic,International Business Machines Corporation,2014-10-01,2014-09-25,https://www.iana.org/domains/root/db/ibm.html
.icbc,generic,Industrial and Commercial Bank of China Limited,2015-05-13,2015-04-09,https://www.iana.org/domains/root/db/icbc.html
.ice,generic,"IntercontinentalExchange, Inc.",2016-02-27,2015-07-09,https://www.iana.org/domains/root/db/ice.html
.icu,generic,One.com A/S,2015-05-02,2015-03-06,https://www.iana.org/domains/root/db/icu.html
.id,country-code,Perkumpulan Pengelola Nama Domain Internet Indonesia (PANDI),2015-05-01,1993-02-27,https://www.iana.org/domains/root/db/id.html
.ie,country-code,"University College Dublin
Computing Services
Computer Centre",2014-12-15,1988-01-27,https://www.iana.org/domains/root/db/ie.html
.ieee,generic,IEEE Global LLC,2016-07-21,2016-06-09,https://www.iana.org/domains/root/db/ieee.html
.ifm,generic,ifm electronic gmbh,2015-01-25,2015-01-15,https://www.iana.org/domains/root/db/ifm.html
.iinet,generic,Connect West Pty. Ltd.,2015-07-09,2014-08-18,https://www.iana.org/domains/root/db/iinet.html
.ikano,generic,Ikano S.A.,2016-07-02,2016-06-03,https://www.iana.org/domains/root/db/ikano.html
.il,country-code,Internet Society of Israel,2016-07-21,1985-10-24,https://www.iana.org/domains/root/db/il.html
.im,country-code,Isle of Man Government,2010-01-07,1996-09-11,https://www.iana.org/domains/root/db/im.html
.imamat,generic,Fondation Aga Khan (Aga Khan Foundation),2016-04-16,2016-04-07,https://www.iana.org/domains/root/db/imamat.html
.imdb,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-05-19,https://www.iana.org/domains/root/db/imdb.html
.immo,generic,"Auburn Bloom, LLC",2015-06-29,2014-08-22,https://www.iana.org/domains/root/db/immo.html
.immobilien,generic,United TLD Holdco Ltd.,2015-06-11,2013-12-19,https://www.iana.org/domains/root/db/immobilien.html
.in,country-code,National Internet Exchange of India,2016-08-13,1989-05-08,https://www.iana.org/domains/root/db/in.html
.industries,generic,"Outer House, LLC",2015-06-29,2014-02-13,https://www.iana.org/domains/root/db/industries.html
.infiniti,generic,"NISSAN MOTOR CO., LTD.",2015-10-14,2014-07-10,https://www.iana.org/domains/root/db/infiniti.html
.info,generic,Afilias Limited,2015-09-09,2001-06-26,https://www.iana.org/domains/root/db/info.html
.ing,generic,Charleston Road Registry Inc.,2016-08-03,2014-06-12,https://www.iana.org/domains/root/db/ing.html
.ink,generic,"Top Level Design, LLC",2015-10-16,2014-02-27,https://www.iana.org/domains/root/db/ink.html
.institute,generic,"Outer Maple, LLC",2015-06-29,2013-12-19,https://www.iana.org/domains/root/db/institute.html
.insurance,generic,fTLD Registry Services LLC,2016-02-21,2015-11-06,https://www.iana.org/domains/root/db/insurance.html
.insure,generic,"Pioneer Willow, LLC",2015-06-29,2014-04-24,https://www.iana.org/domains/root/db/insure.html
.int,sponsored,Internet Assigned Numbers Authority,2012-10-10,1988-11-03,https://www.iana.org/domains/root/db/int.html
.intel,generic,Intel Corporation,2016-07-28,2016-04-21,https://www.iana.org/domains/root/db/intel.html
.international,generic,"Wild Way, LLC",2015-06-29,2013-12-19,https://www.iana.org/domains/root/db/international.html
.intuit,generic,"Intuit Administrative Services, Inc.",2016-07-12,2016-06-09,https://www.iana.org/domains/root/db/intuit.html
.investments,generic,"Holly Glen, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/investments.html
.io,country-code,"IO Top Level Domain Registry
Cable and Wireless",2016-02-26,1997-09-16,https://www.iana.org/domains/root/db/io.html
.ipiranga,generic,Ipiranga Produtos de Petroleo S.A.,2015-07-26,2015-04-02,https://www.iana.org/domains/root/db/ipiranga.html
.iq,country-code,Communications and Media Commission (CMC),2015-02-05,1997-05-09,https://www.iana.org/domains/root/db/iq.html
.ir,country-code,Institute for Research in Fundamental Sciences,2015-03-24,1994-04-06,https://www.iana.org/domains/root/db/ir.html
.irish,generic,Dot-Irish LLC,2015-12-23,2014-11-06,https://www.iana.org/domains/root/db/irish.html
.is,country-code,ISNIC - Internet Iceland ltd.,2016-06-01,1987-11-18,https://www.iana.org/domains/root/db/is.html
.iselect,generic,iSelect Ltd,2016-01-15,2015-11-20,https://www.iana.org/domains/root/db/iselect.html
.ismaili,generic,Fondation Aga Khan (Aga Khan Foundation),2016-04-16,2016-04-07,https://www.iana.org/domains/root/db/ismaili.html
.ist,generic,Istanbul Metropolitan Municipality,2015-08-31,2015-05-29,https://www.iana.org/domains/root/db/ist.html
.istanbul,generic,Istanbul Metropolitan Municipality,2015-11-24,2015-05-29,https://www.iana.org/domains/root/db/istanbul.html
.it,country-code,IIT - CNR,2015-06-05,1987-12-23,https://www.iana.org/domains/root/db/it.html
.itau,generic,Itau Unibanco Holding S.A.,2015-07-22,2015-05-29,https://www.iana.org/domains/root/db/itau.html
.itv,generic,ITV Services Limited,2016-06-24,2016-05-19,https://www.iana.org/domains/root/db/itv.html
.iwc,generic,Richemont DNS Inc.,2014-12-15,2014-11-20,https://www.iana.org/domains/root/db/iwc.html
.jaguar,generic,Jaguar Land Rover Ltd,2016-02-19,2015-10-15,https://www.iana.org/domains/root/db/jaguar.html
.java,generic,Oracle Corporation,2016-02-17,2015-01-15,https://www.iana.org/domains/root/db/java.html
.jcb,generic,"JCB Co., Ltd.",2015-12-15,2015-01-08,https://www.iana.org/domains/root/db/jcb.html
.jcp,generic,"JCP Media, Inc.",2016-03-30,2016-03-03,https://www.iana.org/domains/root/db/jcp.html
.je,country-code,Island Networks (Jersey) Ltd.,2016-03-08,1996-08-08,https://www.iana.org/domains/root/db/je.html
.jeep,generic,FCA US LLC.,2016-07-28,2016-07-07,https://www.iana.org/domains/root/db/jeep.html
.jetzt,generic,"Wild Frostbite, LLC",2016-06-02,2014-03-06,https://www.iana.org/domains/root/db/jetzt.html
.jewelry,generic,"Wild Bloom, LLC",2015-06-29,2015-04-09,https://www.iana.org/domains/root/db/jewelry.html
.jlc,generic,Richemont DNS Inc.,2015-06-10,2015-03-12,https://www.iana.org/domains/root/db/jlc.html
.jll,generic,Jones Lang LaSalle Incorporated,2015-05-23,2015-05-14,https://www.iana.org/domains/root/db/jll.html
.jm,country-code,University of West Indies,2011-12-06,1991-09-24,https://www.iana.org/domains/root/db/jm.html
.jmp,generic,Matrix IP LLC,2015-12-18,2015-11-20,https://www.iana.org/domains/root/db/jmp.html
.jnj,generic,"Johnson & Johnson Services, Inc.",2016-04-08,2016-01-14,https://www.iana.org/domains/root/db/jnj.html
.jo,country-code,National Information Technology Center (NITC),2016-03-14,1994-11-23,https://www.iana.org/domains/root/db/jo.html
.jobs,sponsored,Employ Media LLC,2016-02-10,2005-09-08,https://www.iana.org/domains/root/db/jobs.html
.joburg,generic,ZA Central Registry NPC trading as ZA Central Registry,2014-06-19,2014-06-05,https://www.iana.org/domains/root/db/joburg.html
.jot,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/jot.html
.joy,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/joy.html
.jp,country-code,"Japan Registry Services Co., Ltd.",2016-05-26,1986-08-05,https://www.iana.org/domains/root/db/jp.html
.jpmorgan,generic,"JPMorgan Chase Bank, National Association",2016-07-22,2016-01-14,https://www.iana.org/domains/root/db/jpmorgan.html
.jprs,generic,"Japan Registry Services Co., Ltd.",2015-12-29,2014-12-18,https://www.iana.org/domains/root/db/jprs.html
.juegos,generic,"Uniregistry, Corp.",2015-09-09,2014-05-08,https://www.iana.org/domains/root/db/juegos.html
.juniper,generic,"JUNIPER NETWORKS, INC.",2016-08-02,2016-06-30,https://www.iana.org/domains/root/db/juniper.html
.kaufen,generic,United TLD Holdco Ltd.,2015-06-11,2013-12-19,https://www.iana.org/domains/root/db/kaufen.html
.kddi,generic,KDDI CORPORATION,2015-12-15,2014-12-18,https://www.iana.org/domains/root/db/kddi.html
.ke,country-code,Kenya Network Information Center (KeNIC),2016-05-06,1993-04-29,https://www.iana.org/domains/root/db/ke.html
.kerryhotels,generic,Kerry Trading Co. Limited,2016-03-07,2015-12-17,https://www.iana.org/domains/root/db/kerryhotels.html
.kerrylogistics,generic,Kerry Trading Co. Limited,2016-03-07,2015-12-17,https://www.iana.org/domains/root/db/kerrylogistics.html
.kerryproperties,generic,Kerry Trading Co. Limited,2016-03-05,2015-12-17,https://www.iana.org/domains/root/db/kerryproperties.html
.kfh,generic,Kuwait Finance House,2016-01-07,2015-10-29,https://www.iana.org/domains/root/db/kfh.html
.kg,country-code,AsiaInfo Telecommunication Enterprise,2012-03-06,1995-07-12,https://www.iana.org/domains/root/db/kg.html
.kh,country-code,Telecommunication Regulator of Cambodia (TRC),2015-05-07,1996-02-20,https://www.iana.org/domains/root/db/kh.html
.ki,country-code,"Ministry of Communications, Transport, and Tourism Development",2013-10-15,1995-04-19,https://www.iana.org/domains/root/db/ki.html
.kia,generic,KIA MOTORS CORPORATION,2016-05-06,2015-09-17,https://www.iana.org/domains/root/db/kia.html
.kim,generic,Afilias Limited,2014-01-23,2013-12-19,https://www.iana.org/domains/root/db/kim.html
.kinder,generic,Ferrero Trading Lux S.A.,2015-10-09,2015-09-10,https://www.iana.org/domains/root/db/kinder.html
.kindle,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-05-19,https://www.iana.org/domains/root/db/kindle.html
.kitchen,generic,"Just Goodbye, LLC",2015-06-29,2013-11-13,https://www.iana.org/domains/root/db/kitchen.html
.kiwi,generic,DOT KIWI LIMITED,2016-08-02,2013-11-25,https://www.iana.org/domains/root/db/kiwi.html
.km,country-code,Comores Telecom,2013-01-10,1998-06-08,https://www.iana.org/domains/root/db/km.html
.kn,country-code,"Ministry of Finance, Sustainable Development Information & Technology",2016-01-15,1991-09-03,https://www.iana.org/domains/root/db/kn.html
.koeln,generic,NetCologne Gesellschaft für Telekommunikation mbH,2014-03-05,2014-02-20,https://www.iana.org/domains/root/db/koeln.html
.komatsu,generic,Komatsu Ltd.,2016-05-06,2015-03-06,https://www.iana.org/domains/root/db/komatsu.html
.kosher,generic,Kosher Marketing Assets LLC,2016-06-10,2016-06-03,https://www.iana.org/domains/root/db/kosher.html
.kp,country-code,Star Joint Venture Company,2011-07-18,2007-09-24,https://www.iana.org/domains/root/db/kp.html
.kpmg,generic,KPMG International Cooperative (KPMG International Genossenschaft),2016-04-05,2016-01-14,https://www.iana.org/domains/root/db/kpmg.html
.kpn,generic,Koninklijke KPN N.V.,2015-12-15,2015-12-04,https://www.iana.org/domains/root/db/kpn.html
.kr,country-code,Korea Internet & Security Agency (KISA),2014-01-13,1986-09-29,https://www.iana.org/domains/root/db/kr.html
.krd,generic,KRG Department of Information Technology,2015-10-08,2014-07-10,https://www.iana.org/domains/root/db/krd.html
.kred,generic,KredTLD Pty Ltd,2014-02-27,2014-02-20,https://www.iana.org/domains/root/db/kred.html
.kuokgroup,generic,Kerry Trading Co. Limited,2016-03-07,2015-12-17,https://www.iana.org/domains/root/db/kuokgroup.html
.kw,country-code,Ministry of Communications,2016-03-25,1992-10-26,https://www.iana.org/domains/root/db/kw.html
.ky,country-code,The Information and Communications Technology Authority,2015-09-16,1995-05-03,https://www.iana.org/domains/root/db/ky.html
.kyoto,generic,Academic Institution: Kyoto Jyoho Gakuen,2015-12-15,2015-01-08,https://www.iana.org/domains/root/db/kyoto.html
.kz,country-code,Association of IT Companies of Kazakhstan,2014-12-30,1994-09-19,https://www.iana.org/domains/root/db/kz.html
.la,country-code,"Lao National Internet Committee (LANIC), Ministry of Posts and Telecommunications",2016-04-04,1996-05-14,https://www.iana.org/domains/root/db/la.html
.lacaixa,generic,CAIXA D'ESTALVIS I PENSIONS DE BARCELONA,2014-07-18,2014-07-10,https://www.iana.org/domains/root/db/lacaixa.html
.ladbrokes,generic,LADBROKES INTERNATIONAL PLC,2016-07-29,2016-07-14,https://www.iana.org/domains/root/db/ladbrokes.html
.lamborghini,generic,Automobili Lamborghini S.p.A.,2015-11-25,2015-11-12,https://www.iana.org/domains/root/db/lamborghini.html
.lamer,generic,The Estée Lauder Companies Inc.,2015-12-24,2015-12-10,https://www.iana.org/domains/root/db/lamer.html
.lancaster,generic,LANCASTER,2015-07-15,2015-06-18,https://www.iana.org/domains/root/db/lancaster.html
.lancia,generic,Fiat Chrysler Automobiles N.V.,2016-08-04,2016-07-14,https://www.iana.org/domains/root/db/lancia.html
.lancome,generic,L'Oréal,2016-07-16,2016-07-07,https://www.iana.org/domains/root/db/lancome.html
.land,generic,"Pine Moon, LLC",2015-06-29,2013-11-08,https://www.iana.org/domains/root/db/land.html
.landrover,generic,Jaguar Land Rover Ltd,2016-02-21,2015-10-15,https://www.iana.org/domains/root/db/landrover.html
.lanxess,generic,LANXESS Corporation,2016-01-26,2016-01-08,https://www.iana.org/domains/root/db/lanxess.html
.lasalle,generic,Jones Lang LaSalle Incorporated,2015-06-11,2015-06-04,https://www.iana.org/domains/root/db/lasalle.html
.lat,generic,ECOM-LAC Federación de Latinoamérica y el Caribe para Internet y el Comercio Electrónico,2015-10-08,2014-12-04,https://www.iana.org/domains/root/db/lat.html
.latino,generic,Dish DBS Corporation,2016-08-04,2016-06-30,https://www.iana.org/domains/root/db/latino.html
.latrobe,generic,La Trobe University,2015-10-24,2014-11-06,https://www.iana.org/domains/root/db/latrobe.html
.law,generic,Minds + Machines Group Limited,2016-08-08,2015-06-18,https://www.iana.org/domains/root/db/law.html
.lawyer,generic,"United TLD Holdco, Ltd",2015-06-11,2014-05-22,https://www.iana.org/domains/root/db/lawyer.html
.lb,country-code,"American University of Beirut
Computing and Networking Services",2016-07-27,1993-08-25,https://www.iana.org/domains/root/db/lb.html
.lc,country-code,University of Puerto Rico,2013-06-24,1991-09-03,https://www.iana.org/domains/root/db/lc.html
.lds,generic,"IRI Domain Management, LLC",2014-11-19,2014-10-16,https://www.iana.org/domains/root/db/lds.html
.lease,generic,"Victor Trail, LLC",2015-06-29,2014-04-03,https://www.iana.org/domains/root/db/lease.html
.leclerc,generic,A.C.D. LEC Association des Centres Distributeurs Edouard Leclerc,2015-03-03,2015-01-29,https://www.iana.org/domains/root/db/leclerc.html
.lefrak,generic,"LeFrak Organization, Inc.",2016-07-14,2016-03-31,https://www.iana.org/domains/root/db/lefrak.html
.legal,generic,"Blue Falls, LLC",2015-06-29,2014-11-20,https://www.iana.org/domains/root/db/legal.html
.lego,generic,LEGO Juris A/S,2016-06-16,2016-03-24,https://www.iana.org/domains/root/db/lego.html
.lexus,generic,TOYOTA MOTOR CORPORATION,2016-03-11,2015-07-16,https://www.iana.org/domains/root/db/lexus.html
.lgbt,generic,Afilias Limited,2014-07-18,2014-06-26,https://www.iana.org/domains/root/db/lgbt.html
.li,country-code,Universitaet Liechtenstein,2016-06-13,1993-02-26,https://www.iana.org/domains/root/db/li.html
.liaison,generic,"Liaison Technologies, Incorporated",2016-03-26,2015-03-19,https://www.iana.org/domains/root/db/liaison.html
.lidl,generic,Schwarz Domains und Services GmbH & Co. KG,2014-12-15,2014-12-04,https://www.iana.org/domains/root/db/lidl.html
.life,generic,"Trixy Oaks, LLC",2015-06-29,2014-05-08,https://www.iana.org/domains/root/db/life.html
.lifeinsurance,generic,American Council of Life Insurers,2016-01-20,2015-07-09,https://www.iana.org/domains/root/db/lifeinsurance.html
.lifestyle,generic,"Lifestyle Domain Holdings, Inc.",2016-02-22,2015-10-01,https://www.iana.org/domains/root/db/lifestyle.html
.lighting,generic,"John McCook, LLC",2015-06-29,2013-10-31,https://www.iana.org/domains/root/db/lighting.html
.like,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/like.html
.lilly,generic,Eli Lilly and Company,2016-07-31,2016-05-19,https://www.iana.org/domains/root/db/lilly.html
.limited,generic,"Big Fest, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/limited.html
.limo,generic,"Hidden Frostbite, LLC",2015-06-29,2013-12-12,https://www.iana.org/domains/root/db/limo.html
.lincoln,generic,Ford Motor Company,2015-12-18,2015-12-10,https://www.iana.org/domains/root/db/lincoln.html
.linde,generic,Linde Aktiengesellschaft,2016-02-22,2015-09-03,https://www.iana.org/domains/root/db/linde.html
.link,generic,"Uniregistry, Corp.",2015-09-09,2014-01-09,https://www.iana.org/domains/root/db/link.html
.lipsy,generic,Lipsy Ltd,2016-05-03,2016-04-21,https://www.iana.org/domains/root/db/lipsy.html
.live,generic,United TLD Holdco Ltd.,2015-07-08,2015-06-25,https://www.iana.org/domains/root/db/live.html
.living,generic,"Lifestyle Domain Holdings, Inc.",2016-02-22,2015-12-10,https://www.iana.org/domains/root/db/living.html
